epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
217,1100.64,0.08671,0.96499,0.99781,0.13562,0.002872,0.002872,0.002872
218,1107.85,0.06641,0.95624,0.99781,0.1517,0.002839,0.002839,0.002839
219,1113.89,0.13078,0.96718,0.99781,0.16194,0.002806,0.002806,0.002806
220,1119.22,0.1325,0.96061,0.99781,0.14603,0.002773,0.002773,0.002773
221,1125.78,0.08517,0.94967,0.99781,0.1478,0.00274,0.00274,0.00274
222,1130.63,0.10226,0.95186,0.99781,0.14234,0.002707,0.002707,0.002707
223,1136.42,0.10383,0.95186,0.99781,0.1518,0.002674,0.002674,0.002674
224,1142.53,0.09419,0.9628,0.99781,0.13622,0.002641,0.002641,0.002641
225,1147.98,0.10232,0.95842,0.99781,0.14558,0.002608,0.002608,0.002608
226,1152.56,0.10832,0.94748,0.99781,0.15355,0.002575,0.002575,0.002575
227,1157.13,0.09256,0.95186,0.99781,0.19157,0.002542,0.002542,0.002542
228,1162.49,0.1076,0.95405,0.99781,0.18241,0.002509,0.002509,0.002509
229,1168.95,0.08101,0.95624,0.99781,0.16025,0.002476,0.002476,0.002476
230,1174.04,0.12803,0.9628,0.99781,0.16839,0.002443,0.002443,0.002443
231,1180.18,0.08026,0.95842,0.99781,0.14407,0.00241,0.00241,0.00241
232,1186.33,0.06834,0.94967,0.99781,0.14964,0.002377,0.002377,0.002377
233,1190.71,0.09799,0.95186,0.99781,0.15769,0.002344,0.002344,0.002344
234,1195.25,0.07396,0.9628,0.99781,0.12955,0.002311,0.002311,0.002311
235,1199.46,0.10396,0.94748,0.99781,0.17307,0.002278,0.002278,0.002278
236,1205.36,0.06871,0.95624,0.99781,0.15376,0.002245,0.002245,0.002245
237,1212.5,0.12875,0.96937,0.99781,0.15315,0.002212,0.002212,0.002212
238,1220.42,0.06507,0.96061,0.99781,0.17418,0.002179,0.002179,0.002179
239,1227.24,0.10981,0.96499,0.99781,0.15367,0.002146,0.002146,0.002146
240,1233.31,0.10213,0.97155,0.99781,0.12536,0.002113,0.002113,0.002113
241,1239.82,0.08984,0.96499,0.99781,0.13337,0.00208,0.00208,0.00208
242,1247.16,0.1061,0.96061,0.99781,0.14175,0.002047,0.002047,0.002047
243,1253.68,0.06475,0.96499,0.99781,0.12761,0.002014,0.002014,0.002014
244,1260.78,0.0823,0.96061,0.99781,0.14064,0.001981,0.001981,0.001981
245,1265.44,0.09374,0.96718,0.99781,0.17894,0.001948,0.001948,0.001948
246,1272.23,0.11267,0.95842,0.99781,0.15142,0.001915,0.001915,0.001915
247,1278.98,0.07624,0.9628,0.99781,0.1298,0.001882,0.001882,0.001882
248,1286.19,0.05991,0.96937,0.99781,0.11387,0.001849,0.001849,0.001849
249,1291.89,0.06942,0.96718,0.99781,0.13172,0.001816,0.001816,0.001816
250,1297.65,0.05778,0.95842,0.99781,0.16128,0.001783,0.001783,0.001783
251,1304.26,0.07404,0.96937,0.99781,0.17067,0.00175,0.00175,0.00175
252,1311.66,0.06815,0.96499,0.99781,0.14866,0.001717,0.001717,0.001717
253,1319.46,0.06243,0.96718,0.99781,0.11603,0.001684,0.001684,0.001684
254,1325.91,0.06553,0.96499,0.99781,0.13264,0.001651,0.001651,0.001651
255,1331.48,0.09472,0.97155,0.99781,0.11482,0.001618,0.001618,0.001618
256,1338.08,0.06109,0.97155,0.99781,0.12692,0.001585,0.001585,0.001585
257,1343.79,0.05971,0.96937,0.99781,0.16216,0.001552,0.001552,0.001552
258,1349.98,0.08142,0.96499,0.99781,0.17046,0.001519,0.001519,0.001519
259,1355.56,0.04757,0.96718,0.99781,0.14619,0.001486,0.001486,0.001486
260,1360.18,0.05981,0.97155,0.99781,0.14421,0.001453,0.001453,0.001453
261,1364.75,0.07156,0.97155,0.99781,0.12909,0.00142,0.00142,0.00142
262,1369.17,0.0486,0.97374,0.99781,0.12826,0.001387,0.001387,0.001387
263,1374.82,0.0547,0.97374,0.99781,0.13104,0.001354,0.001354,0.001354
264,1381.71,0.05359,0.96937,0.99781,0.13157,0.001321,0.001321,0.001321
265,1387.91,0.08853,0.96937,0.99781,0.13979,0.001288,0.001288,0.001288
266,1394.08,0.05766,0.96718,0.99781,0.17688,0.001255,0.001255,0.001255
267,1399.11,0.04491,0.96718,0.99781,0.15009,0.001222,0.001222,0.001222
268,1403.55,0.05194,0.96718,1,0.15234,0.001189,0.001189,0.001189
269,1408.13,0.04443,0.96718,0.99781,0.13708,0.001156,0.001156,0.001156
270,1412.63,0.06902,0.97155,0.99781,0.14911,0.001123,0.001123,0.001123
271,1417.9,0.04562,0.97155,0.99781,0.13649,0.00109,0.00109,0.00109
272,1425.21,0.0492,0.97155,0.99781,0.15243,0.001057,0.001057,0.001057
273,1431.26,0.07099,0.97374,0.99781,0.13449,0.001024,0.001024,0.001024
274,1437.46,0.064,0.97155,0.99781,0.14001,0.000991,0.000991,0.000991
275,1442.05,0.07603,0.9628,0.99781,0.15309,0.000958,0.000958,0.000958
276,1446.44,0.07137,0.96937,0.99781,0.15238,0.000925,0.000925,0.000925
277,1450.97,0.06181,0.97155,0.99781,0.1387,0.000892,0.000892,0.000892
278,1455.69,0.04628,0.97155,0.99781,0.1421,0.000859,0.000859,0.000859
279,1461.45,0.0468,0.96937,0.99781,0.16327,0.000826,0.000826,0.000826
280,1468.59,0.0484,0.97155,0.99781,0.15455,0.000793,0.000793,0.000793
281,1474.74,0.04789,0.96937,0.99781,0.1531,0.00076,0.00076,0.00076
282,1480.62,0.04406,0.96937,0.99781,0.15495,0.000727,0.000727,0.000727
283,1485.08,0.06456,0.97155,0.99781,0.14519,0.000694,0.000694,0.000694
284,1489.55,0.05226,0.97155,0.99781,0.13657,0.000661,0.000661,0.000661
285,1493.91,0.04933,0.97374,0.99781,0.13496,0.000628,0.000628,0.000628
